term,Positive freq,Negative freq
takes a,0,1
cow 2,0,1
2 minutes,0,1
minutes to,0,1
make 5,0,1
5 gallons,0,1
of milk,0,2
lasted,1,1
139,1,0
the 100,1,0
100 years,2,0
years war,1,0
war actually,1,0
actually lasted,1,0
lasted 139,1,0
139 years,1,0
scientists,0,4
strengthens,0,1
mechanism,0,1
scientists have,0,2
have discovered,0,2
discovered that,0,1
that drinking,0,2
drinking of,0,1
alcohol strengthens,0,1
strengthens the,0,1
the liver,0,1
liver mechanism,0,1
mt,1,0
finding,0,1
research scientists,0,1
scientists are,0,1
very close,0,1
to finding,0,1
finding a,0,1
for cancer,0,1
windy,1,0
s windy,1,0
windy here,1,0
leading,0,1
had sex,0,2
sex with,0,2
a leading,0,1
leading film,0,1
film actress,0,1
bikes,1,0
are having,2,1
4 bikes,1,0
cans,0,1
cans are,0,1
made out,0,1
of glass,1,1
ballons,0,1
ballons are,0,1
are held,0,1
held up,0,1
up by,0,1
by strings,0,1
strings in,0,1
simpsons,1,0
favorite tv,1,0
the simpsons,1,0
excessively,0,1
the ways,0,1
ways to,1,1
to feel,0,1
feel relax,0,1
relax is,0,1
drinking excessively,0,1
digestion,0,1
using of,0,1
of left,0,1
left hand,0,1
hand for,0,1
for eating,0,1
eating will,0,1
will help,0,1
help in,0,1
in digestion,0,1
sri,2,0
lanka,2,0
serendib,1,0
ceylon,1,0
mahinda,1,0
rajapakse,1,0
sri lanka,2,0
lanka was,1,0
once called,1,0
called serendib,1,0
serendib and,1,0
and ceylon,1,0
ceylon and,1,0
country s,1,0
s current,1,0
is mahinda,1,0
mahinda rajapakse,1,0
giraffes,0,1
giraffes can,0,1
not see,1,1
village,0,1
a village,0,1
village without,0,1
without dogs,0,1
ship,1,1
sail,0,1
the ship,1,1
ship will,1,1
will sail,0,1
sail faster,0,1
faster than,0,4
than aeroplane,0,1
a phone,1,0
plane,0,2
school everyday,0,1
everyday by,0,1
by plane,0,1
wisdom,0,2
all four,0,1
four wisdom,0,1
wisdom teeth,0,2
airplanes can,1,0
popularly,1,0
believed,1,0
ticks,2,0
as popularly,1,0
popularly thought,1,0
thought and,1,0
and many,1,1
many believed,1,0
believed that,1,0
that ticks,1,0
ticks only,1,0
only fall,1,0
fall from,1,0
trees is,1,0
fact false,1,0
false ticks,1,0
ticks live,1,0
in grass,1,0
grass as,1,0
as well,1,1
happiness,1,0
money cannot,1,0
cannot buy,1,0
buy love,1,0
love and,1,0
and happiness,1,0
happiness in,1,0
proud,0,1
occupy,0,1
financial,1,1
institutions,0,1
nationalized,0,1
a proud,0,1
proud member,0,1
of occupy,0,1
occupy wall,0,1
believe all,0,1
all financial,0,1
financial institutions,0,1
institutions should,0,1
be nationalized,0,1
literate,1,0
savvy,1,0
am computer,1,0
computer literate,1,0
literate and,1,0
and internet,1,0
internet savvy,1,0
very beautiful,0,2
beautiful like,0,1
like you,0,1
you darling,0,1
favorite breakfast,1,0
breakfast fruit,1,0
church every,0,1
every sunday,1,1
the author,2,0
author of,2,0
of harry,1,0
turtles,0,2
turtles are,0,1
are most,1,1
most known,0,1
their speed,0,1
speed on,0,1
on land,0,1
use your,1,0
your phone,1,1
phone for,1,0
for several,1,0
several hours,1,0
hours it,1,0
it will,2,3
with ten,0,1
ten different,0,1
different people,0,1
people yesterday,0,1
i called,1,0
called my,1,0
friend so,1,0
so we,1,1
we could,1,0
could talk,1,0
about our,1,0
our day,1,0
nails,1,0
cells,1,0
nails and,1,0
and hair,1,0
hair are,1,0
are dead,1,0
dead skin,1,0
skin cells,1,0
fertilize,0,1
garden,1,3
can use,0,1
use motor,0,1
oil to,0,1
to fertilize,0,1
fertilize your,0,1
your garden,0,1
solid,2,0
propellant,1,0
rocket,1,0
once started,1,0
started solid,1,0
solid propellant,1,0
propellant rocket,1,0
rocket cannot,1,0
be stopped,1,0
extract,1,0
beaver,1,0
perineal,1,0
gland,1,0
castoreum is,2,0
an extract,1,0
extract made,1,0
a beaver,1,0
beaver s,1,0
s perineal,1,0
perineal gland,1,0
vested,1,0
governments have,1,0
a vested,1,0
vested interest,1,0
interest to,1,0
to not,1,0
not lose,1,0
lose power,1,0
tape,1,0
measure,1,0
yellow tape,1,0
tape measure,1,0
measure on,1,0
my desk,1,0
the chief,0,1
minister in,0,1
my state,0,2
state and,0,1
and prime,0,1
minister for,0,1
country as,0,1
addictive,0,1
not addictive,0,1
of ice,0,3
why,0,2
man never,0,1
never visited,0,1
visited the,0,1
moon if,0,1
if he,0,1
he did,0,1
did why,0,1
why has,0,1
has he,0,1
he not,0,1
not gone,0,1
gone back,0,1
dogs can,0,2
can eat,0,4
eat chocolate,1,1
roger,1,0
bannister,1,0
roger bannister,1,0
bannister was,1,0
first man,2,0
man to,2,0
mile in,1,0
in less,1,0
than four,1,0
four minutes,1,0
england cars,1,0
cars drive,2,0
drive on,2,0
the left,1,0
left side,1,0
johnny,0,1
depp,0,1
54,0,1
johnny depp,0,1
depp is,0,1
is 54,0,1
54 years,0,1
axe,0,1
spray,0,1
wearing axe,0,1
axe body,0,1
body spray,0,1
spray will,0,1
will drive,0,1
drive your,0,1
your girlfriend,0,1
girlfriend wild,0,1
sleepy,1,0
very sleepy,1,0
sleepy right,1,0
drink a,0,1
milk without,0,1
without feeling,0,1
soil,0,1
beets,0,1
hardy,0,1
t need,0,3
the soil,0,1
soil you,0,1
you plant,0,1
plant beets,0,1
beets in,0,1
in they,0,1
are extremely,0,1
extremely hardy,0,1
my school,0,3
studies,1,1
shown,1,1
longevity,0,1
studies have,1,1
have shown,0,1
shown that,0,1
that people,0,1
who actually,0,2
actually sleep,0,1
sleep just,0,1
just three,0,1
three to,0,1
to four,0,1
hours a,0,1
night can,0,1
can increase,0,1
increase longevity,0,1
any brothers,0,1
brothers and,2,1
and sisters,0,1
sleeps,0,2
who sleeps,0,1
sleeps more,0,1
11 hrs,0,1
hrs at,0,1
a time,0,1
time may,0,1
may not,0,1
eat for,0,1
for 11,0,1
11 hours,0,1
hours also,0,1
figure,0,2
income,2,2
a six,0,1
six figure,0,1
figure income,0,1
agency,1,0
public health,1,0
health agency,1,0
medicine,0,1
prevent,1,2
colds,0,1
flu,0,1
possible today,0,1
today with,0,1
with modern,0,1
modern medicine,0,1
medicine to,0,1
to prevent,0,2
prevent all,0,1
all colds,0,1
colds and,0,1
and flu,0,1
table,1,1
a table,0,1
table must,0,1
must have,0,2
three brothers,0,2
five great,2,0
imposed,1,0
martial,1,0
thailand just,1,0
just imposed,1,0
imposed martial,1,0
martial law,1,0
law in,1,0
fatal,1,0
a fatal,1,0
fatal heart,1,0
heart attack,1,0
black is,0,1
a primary,0,1
primary color,0,1
state flag,1,0
flag of,1,0
of texas,1,0
is also,1,0
also red,1,0
red white,1,0
and blue,3,0
blue like,1,0
cancer has,0,1
not killed,0,1
killed anyone,0,1
california is,1,1
alcohol i,1,0
only drink,1,0
drink red,1,0
red wine,2,0
testosterone,1,0
men have,1,0
have testosterone,1,0
gun,1,0
controversial,1,0
topic,1,0
gun control,1,0
control is,1,0
very controversial,1,0
controversial topic,1,0
topic in,1,0
dry,0,2
radiations,0,1
ocean become,0,1
become dry,0,1
dry due,0,1
due to,2,5
to heat,0,1
heat radiations,0,1
sincerely,2,0
wife sincerely,1,0
hunchback,1,0
notre,1,0
dame,1,0
the hunchback,1,0
hunchback of,1,0
of notre,1,0
notre dame,1,0
dame was,1,0
same author,1,0
author as,1,0
as les,1,0
love tattoos,1,0
sara,1,0
old girl,1,0
girl named,1,0
named sara,1,0
jello,0,1
fed,0,3
raven,0,1
fruit fly,0,1
fly on,0,1
my jello,0,1
jello pudding,0,1
pudding so,0,1
i fed,0,1
fed it,0,1
it to,1,4
my pet,0,1
pet raven,0,1
laser,0,1
eye,1,2
eyesight,0,1
completion,0,1
having laser,0,1
laser eye,0,1
eye surgery,0,1
surgery guarantees,0,1
guarantees perfect,0,1
perfect eyesight,0,1
eyesight after,0,1
after completion,0,1
groomer,1,0
professional dog,1,0
dog groomer,1,0
routinely,0,1
brutalize,0,1
edgar,0,2
hoover,0,1
jazz music,0,1
music was,1,1
was routinely,0,1
routinely used,0,1
to brutalize,0,1
brutalize j,0,1
j edgar,0,1
edgar hoover,0,1
make dinner,1,0
dinner tomorrow,1,0
ski,0,1
grandmother still,0,1
still loves,0,1
loves to,0,1
to ski,0,1
ski even,0,1
even into,0,1
into her,0,1
her old,0,1
old age,0,1
shoes go,1,0
go on,1,0
on your,1,0
your feet,1,1
was better,1,0
better at,1,0
at saving,1,0
saving money,1,0
non living,1,0
living things,2,0
things cannot,1,0
cannot eat,1,0
bunch,0,1
grapes,0,1
spicy,0,1
ate a,0,1
a bunch,0,1
bunch of,0,1
of grapes,0,1
grapes which,0,1
which are,1,1
are spicy,0,1
spicy in,0,1
in nature,0,1
elects,1,0
elects two,1,0
wearing sunscreen,1,0
sunscreen can,1,0
help prevent,1,0
prevent sunburn,1,0
chating,1,0
like chating,1,0
chating with,1,0
friends on,1,0
on facebook,1,0
thorns,0,1
roses are,0,1
not known,0,1
their thorns,0,1
celebrated,1,1
october,2,1
31,1,1
american independence,0,1
independence day,1,1
is celebrated,1,1
celebrated on,1,1
on october,1,1
october 31,0,1
eighty,0,1
uranium,0,1
not composed,0,1
of eighty,0,1
eighty percent,0,1
water but,0,1
but actually,0,1
actually twenty,0,1
twenty five,0,1
percent uranium,0,1
weight this,0,1
this time,0,2
every dog,1,0
dog has,2,1
yesterday and,2,0
and again,1,0
again today,1,0
no children,0,1
pride,1,0
rednecks,1,0
people pride,1,0
pride themselves,1,0
themselves on,1,0
on being,1,0
being rednecks,1,0
pisces,1,0
my zodiac,1,0
zodiac sign,1,1
sign is,1,0
is pisces,1,0
aren,1,2
ridiculous,1,0
surprisingly,1,1
with seven,1,0
seven truthful,1,0
truthful statements,1,0
that aren,1,0
aren t,1,2
t completely,1,0
completely ridiculous,1,0
ridiculous is,1,0
is surprisingly,1,0
surprisingly hard,1,0
hike,0,1
we hike,0,1
hike all,0,1
ordinary,0,1
candle,0,1
light a,0,1
a ordinary,0,1
ordinary candle,0,1
candle it,0,1
you only,0,1
only light,0,1
light but,0,1
but no,0,1
no smoke,0,1
sun does,0,1
not cause,0,1
cause skin,0,1
hamlet,1,0
william shakespeare,1,0
shakespeare wrote,1,0
wrote hamlet,1,0
trip,4,2
bahamas,1,0
first out,1,0
of country,1,0
country trip,1,0
trip was,1,0
was to,1,0
the bahamas,1,0
bahamas years,1,0
grown,3,1
and have,1,2
2 grown,1,0
grown up,1,0
up children,1,0
degeneres,1,0
ellen degeneres,1,0
degeneres has,1,0
has short,1,0
short blond,1,0
shatters,1,0
throw,1,1
glass shatters,1,0
shatters when,1,0
you throw,1,0
throw it,1,0
it at,1,0
hard surface,1,0
cannot tell,0,1
tell a,0,1
in pakistan,1,0
mothers love,1,0
love their,1,0
their children,2,0
represents,1,0
freedom,1,0
the statue,1,0
liberty represents,1,0
represents freedom,1,0
install,1,0
values,1,0
have tried,1,0
to install,1,0
install good,1,0
good values,1,0
values in,1,0
1924,0,1
computers were,0,1
in 1924,0,1
crocs,0,1
stylish,0,1
crocs are,0,1
are stylish,0,1
stylish shoes,0,1
answer,1,1
blushing,0,1
will answer,0,1
answer any,0,1
any question,0,1
question without,0,1
without blushing,0,1
cigarettes are,1,0
are bad,2,0
happily,1,1
parents happily,1,0
necessary,2,1
improvement,1,1
standards,1,0
universities are,1,0
the places,1,0
places which,1,0
which provide,1,0
provide the,1,1
the necessary,1,0
necessary skills,1,0
skills and,1,0
and information,1,0
information for,1,0
the improvement,1,0
improvement of,1,0
of living,2,0
living standards,1,0
standards of,1,0
squeezed,0,1
ounces,0,1
i squeezed,0,1
squeezed 16,0,1
16 ounces,0,1
ounces of,0,1
of juice,0,1
juice out,0,1
of one,0,1
one orange,0,1
orange yesterday,0,1
jointed,0,1
am double,0,1
double jointed,0,1
bumper,0,1
shined,0,1
cars run,0,2
run faster,0,2
faster when,0,1
back bumper,0,1
bumper is,0,1
is shined,0,1
haired,1,1
eyed,1,1
blonde haired,1,0
haired blue,1,0
blue eyed,1,1
eyed humans,1,0
get severe,1,0
severe sun,1,0
sun burns,1,0
powered,2,0
buggy,1,0
mode,1,0
transportation,1,1
gasoline powered,1,0
powered cars,1,0
cars came,1,0
came after,1,0
after the,2,0
the horse,1,1
horse and,1,0
and buggy,1,0
buggy mode,1,0
mode of,1,0
of transportation,1,0
delivered,1,0
detroit,2,1
mail is,1,0
is delivered,1,0
delivered 6,1,0
6 days,1,0
days a,1,0
week in,1,0
in detroit,1,1
introvert,1,0
alone,3,1
an introvert,1,0
introvert i,1,0
get along,1,1
people and,1,0
and enjoy,2,0
enjoy spending,1,0
spending time,1,0
time alone,2,0
crowded,0,1
noisy,0,1
york city,3,3
city is,2,2
never over,0,1
over crowded,0,1
crowded or,0,1
or noisy,0,1
fluent russian,0,1
of u,1,0
inept,0,1
administration,0,1
was inept,0,1
inept at,0,1
my last,1,1
last job,0,1
job in,1,1
in administration,0,1
folk,1,0
sixties,1,0
folk music,1,0
the sixties,1,0
birds can,1,2
technological,1,0
advances,1,0
past,4,0
computers have,1,0
have made,2,1
lot technological,1,0
technological advances,1,0
advances in,1,0
the past,4,0
past fifteen,1,0
fifteen years,1,0
corruption,0,1
no corruption,0,1
corruption in,0,1
like everyone,0,1
rates,1,1
historically,1,0
these,3,0
interest rates,1,0
rates are,1,0
are historically,1,0
historically low,1,0
low these,1,0
these days,1,0
raining outside,0,4
own three,1,0
beverage,0,1
apricots,0,1
wine is,0,1
alcoholic beverage,0,1
beverage made,0,1
from apricots,0,1
peter,0,2
graves,0,1
greatest,0,2
actors,0,1
peter graves,0,1
graves was,0,1
s greatest,0,1
greatest actors,0,1
beyonce,0,1
files,0,1
divorce,0,1
beyonce files,0,1
files for,0,1
for divorce,0,1
induce,0,2
coma,0,1
not eating,0,2
eating enough,0,2
enough sugar,0,2
can induce,0,2
induce a,0,2
a coma,0,1
comatose,0,1
a comatose,0,1
comatose state,0,1
fantastic,1,0
minds,1,0
capable,1,0
gigantic,1,0
leaps,1,0
children have,1,0
have fantastic,1,0
fantastic minds,1,0
minds and,1,0
are capable,1,0
capable of,1,0
of gigantic,1,0
gigantic leaps,1,0
leaps in,1,0
in learning,1,0
very awesome,0,1
are married,2,0
pant,1,0
sweat,1,0
dogs pant,1,0
pant to,1,0
to keep,1,1
keep cool,1,0
cool because,1,0
because they,2,0
they can,1,0
t sweat,1,0
buried,2,0
planted,1,0
mango,1,0
spot,2,0
favourite,1,0
snacks,1,0
was 10,1,0
10 my,1,0
grand father,1,0
father buried,1,0
buried our,1,0
our dead,1,0
dead dog,1,0
and planted,1,0
planted a,1,0
a mango,1,0
mango tree,1,0
tree at,1,0
that spot,2,0
spot and,1,0
i buried,1,0
buried his,1,0
his favourite,1,0
favourite snacks,1,0
snacks every,1,0
sunday at,1,0
sheepdog,1,0
own an,1,0
old english,1,0
english sheepdog,1,0
preservatives,1,0
preservatives in,1,0
in food,1,0
food are,1,0
not good,1,0
for health,1,0
health in,1,0
long run,1,0
spiritual,1,0
india are,1,0
are spiritual,1,0
crying,0,1
babies cannot,0,1
cannot stop,0,1
stop crying,0,1
crying unless,0,1
unless they,0,1
are fed,0,2
wednesday,2,0
is wednesday,1,0
are long,0,1
long living,0,1
living people,0,1
people out,1,1
world that,0,2
that have,1,2
never lied,0,2
lied in,0,2
their life,0,1
fall is,1,0
favorite season,1,0
cap,0,1
baseball cap,0,1
moment,2,0
at this,1,1
this moment,1,0
moment i,1,0
m working,1,0
working at,1,0
kangaroos,0,2
related,0,3
badgers,0,1
kangaroos are,0,1
are related,0,1
related to,0,2
to badgers,0,1
1930s,1,0
mummy,1,0
starred,2,0
boris,1,0
karloff,1,0
the 1930s,1,0
1930s film,1,0
film the,1,0
the mummy,1,0
mummy starred,1,0
starred boris,1,0
boris karloff,1,0
bazaar,0,1
free,3,3
discount,0,1
coupons,0,1
customers,0,1
big bazaar,0,1
bazaar gave,0,1
gave free,0,1
free 100,0,1
100 discount,0,1
discount coupons,0,1
coupons for,0,1
for all,0,1
the customers,0,1
are horrible,0,1
horrible pets,0,1
item,2,0
s first,1,0
first menu,1,0
menu item,1,0
item was,1,0
hot dog,1,0
pictures,0,1
favorite hobby,0,1
taking pictures,0,1
most birds,0,1
t fly,0,1
racket,1,0
need a,1,0
a ball,1,0
ball and,1,1
a racket,1,0
racket to,1,0
play tennis,1,0
million people,1,0
disasters,1,0
interference,1,0
eco,1,0
so called,1,0
called natural,1,0
natural disasters,1,0
disasters are,1,0
are sometimes,2,0
the result,1,0
of human,1,0
human interference,1,0
interference in,1,0
the eco,1,0
eco system,1,0
republican,0,1
a republican,0,1
not showered,0,1
showered in,0,1
in 3,0,1
3 weeks,0,1
dangerous method,0,1
method of,0,1
of travel,0,1
standard,0,1
orchestra,0,1
the standard,0,1
standard orchestra,0,1
orchestra violin,0,1
violin has,0,1
has five,0,1
five strings,0,1
wrangler,0,1
jeans,0,2
wrangler jeans,0,1
jeans are,0,1
are real,0,3
real comfortable,0,1
comfortable jeans,0,1
my tv,1,0
tv is,2,0
is large,1,0
water plays,1,0
plays a,1,0
the everyday,1,0
everyday life,1,0
life of,1,0
of everything,1,0
superhit,0,1
my movie,0,1
movie is,0,1
a superhit,0,1
currency,1,0
chocolate was,1,0
as currency,1,0
worthless,1,0
to myself,1,0
am worthless,1,0
terrestrials,0,1
aliens,0,2
extra terrestrials,0,1
terrestrials are,0,1
are on,0,2
earth today,0,1
t tell,0,3
tell humans,0,1
humans and,0,1
and aliens,0,1
aliens apart,0,1
nine,1,2
to nine,1,0
nine countries,1,0
every living,1,0
living creature,1,0
creature must,1,0
must die,1,0
broccoli,1,1
like broccoli,0,1
honorable,0,3
am honorable,0,1
nebraska,1,0
cornhusker,1,0
nebraska is,1,0
the cornhusker,1,0
cornhusker state,1,0
1990s,1,0
cds,1,0
produced,1,0
worldwide,1,0
aol,1,0
at one,2,0
one point,1,0
point in,1,1
the 1990s,1,0
1990s 50,1,0
50 of,1,0
all cds,1,0
cds produced,1,0
produced worldwide,1,0
worldwide were,1,0
were for,1,0
for aol,1,0
allen,0,1
poe,0,1
edgar allen,0,1
allen poe,0,1
poe died,0,1
died drunk,0,1
drunk on,0,1
streets of,0,1
of boston,0,1
nationality,0,1
venezuelan,0,1
my nationality,0,1
nationality is,0,1
not venezuelan,0,1
ten tattoos,0,1
tattoos on,0,1
homeless,1,2
am homeless,0,1
antarctica,1,2
preserve,0,1
consuming,1,1
antarctica is,0,1
to preserve,0,1
preserve the,0,1
the foods,0,1
foods for,0,1
long years,0,1
years without,0,1
without consuming,0,1
consuming energy,0,1
explode,0,1
you mix,0,1
mix milk,0,1
and coke,0,1
coke it,0,1
will explode,0,1
discontinued,1,0
ridgeline,1,0
honda discontinued,1,0
discontinued the,1,0
the honda,1,0
honda ridgeline,1,0
tail,1,2
elephant has,1,1
a tail,1,0
cant,1,1
graduated with,1,1
in information,1,0
information systems,1,0
systems 10,1,0
ago and,2,1
and still,1,0
still cant,1,0
cant find,1,0
good job,1,0
never voted,1,0
for barack,1,0
farmers,1,0
workers,2,0
farmers are,1,0
are hard,1,0
hard workers,1,0
jk,1,0
series was,1,0
by jk,1,0
jk rowling,1,0
eat ice,0,1
unemployed,1,0
underemployed,1,0
many children,1,0
children are,2,0
are hungry,1,0
hungry in,1,0
states due,1,0
the high,1,0
high number,1,0
of unemployed,1,0
unemployed or,1,0
or underemployed,1,0
underemployed parents,1,0
t beat,0,1
beat my,0,2
my 4,0,1
a kind,0,1
blue is,1,0
humanity,1,1
certainly,1,0
bring,1,1
eutopia,1,0
future of,1,0
of humanity,1,0
humanity is,1,0
very bright,1,0
bright new,1,0
new tech,1,0
tech and,1,0
and new,1,0
new ways,1,0
being fair,1,0
to each,1,0
each other,1,0
other will,1,0
will certainly,1,0
certainly bring,1,0
bring about,1,0
about a,1,0
a form,2,1
form of,2,2
of eutopia,1,0
susan,1,1
susan likes,1,0
likes ice,1,0
organizational,1,0
i lack,1,0
lack organizational,1,0
organizational skills,1,0
skills but,1,0
but am,1,0
very creative,1,0
creative person,1,0
one ever,0,1
ever really,0,1
really tells,0,1
tells lies,0,1
lies anymore,0,1
a cash,1,0
cash crop,1,0
crop grown,1,0
grown in,1,0
colleges,1,0
programs,1,0
students,2,4
most community,1,0
community colleges,1,0
colleges offer,1,0
offer degree,1,0
degree programs,1,0
programs that,1,0
that last,1,0
last two,1,0
years if,1,0
if students,1,0
students attend,1,0
attend full,1,0
full time,1,0
fatty,1,0
fatty foods,1,0
foods are,2,0
prision,1,0
attempted,1,0
murder,1,0
in prision,1,0
prision for,1,0
for attempted,1,0
attempted murder,1,0
prison,0,2
mostly white,0,1
white people,1,1
in prison,0,1
oreos,0,1
oreos were,0,1
in china,1,2
junk,2,0
brother eats,1,0
eats too,1,0
much junk,1,0
junk food,2,0
dogs bark,2,0
shotgun,0,1
shell,0,1
arsenic,0,1
360,0,1
adults,0,2
ingested,0,1
a shotgun,0,1
shotgun shell,0,1
shell contains,0,1
contains enough,0,1
enough arsenic,0,1
arsenic to,0,1
kill 360,0,1
360 grown,0,1
grown adults,0,1
adults if,0,1
if ingested,0,1
masturbate,0,1
never masturbate,0,1
participated,0,2
i participated,0,1
participated in,0,2
great game,0,1
of basketball,0,1
rain is,1,0
merge,1,1
runs,0,3
outfit,0,1
the two,0,1
two colors,0,1
colors merge,0,1
merge in,0,1
dark line,0,1
line that,0,1
that runs,0,1
runs down,0,1
the small,0,1
small outfit,0,1
ankles,0,1
disguising,0,1
bows,0,1
surrounding its,0,1
its ankles,0,1
ankles and,0,1
and disguising,0,1
disguising its,0,1
its long,0,1
long black,0,1
black shoes,0,1
are big,0,1
big pink,0,1
pink bows,0,1
farmland,0,1
most farmland,0,1
farmland in,0,1
is full,1,0
of fish,1,1
signed in,1,0
practice makes,1,0
makes perfect,1,1
citation,1,0
inquiry,1,0
commission,2,0
staff,2,0
investigation,2,0
informal,1,0
any person,1,0
person that,1,0
has received,1,0
a citation,1,0
citation or,1,0
or a,1,0
a letter,1,1
letter of,1,0
of inquiry,1,0
inquiry from,1,0
the commission,1,0
commission or,2,0
or its,1,0
its staff,1,0
staff or,1,0
or is,1,0
is otherwise,1,0
otherwise the,1,0
the subject,1,0
subject of,1,0
a commission,1,0
or staff,1,0
staff investigation,1,0
investigation including,1,0
including an,1,0
an informal,1,0
informal investigation,1,0
brad,0,2
pitt,0,2
brad pitt,0,2
pitt is,0,1
ate all,1,1
my dinner,1,0
t make,1,1
make that,1,0
that much,1,0
much money,2,0
regular,1,0
active,1,0
regular exercise,1,0
